"","Estimate","Std. Error","t value","Pr(>|t|)","Name","Est"
"1",0.603820172178039,0.0694660528783741,8.69230576890914,2.12284133257618e-08,"Arts and Humanities","(Intercept)"
"2",-0.146661643475865,0.170156383997211,-0.861922662145128,0.398465862865096,"Arts and Humanities","treated"
"3",-0.0112731588626277,0.113437589331474,-0.0993776307224458,0.921781007912519,"Arts and Humanities","time"
"4",-0.113035014719521,0.209497892701949,-0.539552036832823,0.595181352561513,"Arts and Humanities","did"
"5",0.771424857835011,0.0180556496728954,42.7248463395395,9.85046914850219e-34,"Biochemistry, Genetics and Molecular Biology","(Intercept)"
"6",-0.160832683495387,0.0275804604492159,-5.83139950805133,9.69738057839986e-07,"Biochemistry, Genetics and Molecular Biology","treated"
"7",0.0511937326545661,0.0327286444168179,1.56418738284986,0.12606428447742,"Biochemistry, Genetics and Molecular Biology","time"
"8",0.016701426221937,0.047444674717982,0.352018984663984,0.726768787997112,"Biochemistry, Genetics and Molecular Biology","did"
"9",0.464549607130699,0.0267841862385841,17.344174767628,3.78584257893539e-18,"Business, Management and Accounting","(Intercept)"
"10",-0.0301137814358771,0.0485504605637307,-0.620257379357868,0.539348420574725,"Business, Management and Accounting","treated"
"11",0.0383897256532075,0.0485504605637308,0.790718053082409,0.434754684996027,"Business, Management and Accounting","time"
"12",0.0172547391196051,0.0750776691029018,0.22982518404981,0.819646264473905,"Business, Management and Accounting","did"
"13",0.50636882001737,0.0179906272598835,28.146257087239,6.91605775769885e-29,"Computer Science","(Intercept)"
"14",-0.149477700308138,0.0254425890665263,-5.87509784940868,6.00665057026665e-07,"Computer Science","treated"
"15",0.0585807900470362,0.0326107812840509,1.79636266720438,0.0796318785670161,"Computer Science","time"
"16",0.0904349744331715,0.0461186091714875,1.96092154680767,0.0565415338325618,"Computer Science","did"
"17",0.517828465257783,0.0238295597504561,21.7305091105542,2.75708325770895e-22,"Decision Sciences","(Intercept)"
"18",-0.111954924344913,0.0384240105473316,-2.91367097682333,0.00610461204342337,"Decision Sciences","treated"
"19",0.070973030859322,0.043194745235491,1.64309409564492,0.109070755437178,"Decision Sciences","time"
"20",0.0619625769904858,0.0638144245657538,0.970980736912233,0.338036886147369,"Decision Sciences","did"
"21",0.528426276805728,0.0297529024955202,17.7604950268395,1.81772222812042e-17,"Economics, Econometrics and Finance","(Intercept)"
"22",0.0661145580254812,0.0665295125079063,0.993762850999762,0.328286674905857,"Economics, Econometrics and Finance","treated"
"23",0.0632637480908573,0.0539317157668346,1.17303421912939,0.250012102769522,"Economics, Econometrics and Finance","time"
"24",-0.115813797975227,0.0920487129287155,-1.25817943880341,0.21803155810332,"Economics, Econometrics and Finance","did"
"25",0.539110015464673,0.0167186812020037,32.2459653934943,4.45685966909963e-27,"Engineering","(Intercept)"
"26",-0.0602252032041829,0.0289576052774171,-2.07977153591323,0.0451563566045453,"Engineering","treated"
"27",0.0711425573933044,0.0303051832579542,2.34753760727158,0.0248577978865438,"Engineering","time"
"28",-0.0205466968234623,0.0460035060156354,-0.446633280873832,0.657971831179334,"Engineering","did"
"29",0.603594973208336,0.0357635149023162,16.8773951569633,3.5318033381615e-17,"Health Professions","(Intercept)"
"30",-0.146445647853195,0.0732933952843391,-1.99807427783997,0.054546241024791,"Health Professions","treated"
"31",0.04749004711576,0.0648268759938658,0.73256726300144,0.469325542278038,"Health Professions","time"
"32",0.236929234203281,0.105919363188315,2.23688310684085,0.0326249757555023,"Health Professions","did"
"33",0.930183572193079,0.0273130327756936,34.0564001014514,5.52582203814795e-29,"Medicine","(Intercept)"
"34",-0.328478466907073,0.0440409420250736,-7.45847958293132,8.29617557733723e-09,"Medicine","treated"
"35",-0.0111865887092918,0.0495090763198897,-0.225950260857477,0.822518047350892,"Medicine","time"
"36",0.0801112178457632,0.0731429991984263,1.09526842929196,0.280672759638808,"Medicine","did"
"37",0.727922554738345,0.0342103455998053,21.2778486149666,7.94339142011423e-19,"Neuroscience","(Intercept)"
"38",-0.0876766855351366,0.102631036799416,-0.854290166691911,0.400194544281481,"Neuroscience","treated"
"39",0.0494133653731518,0.062011517546958,0.796841737274591,0.432248158202116,"Neuroscience","time"
"40",-0.0779802336142356,0.126028928581339,-0.618748683274788,0.541083542211298,"Neuroscience","did"
"41",0.68846965443503,0.0306045725237657,22.495646815534,1.4547572678259e-23,"Psychology","(Intercept)"
"42",-0.158938116451347,0.0467492567339741,-3.39979985897491,0.00159742652774844,"Psychology","treated"
"43",-0.0335047643559526,0.0554754987943017,-0.603956072214605,0.549461705356783,"Psychology","time"
"44",0.100459520161394,0.0804193709214844,1.24919554841427,0.219233932117125,"Psychology","did"
"45",0.578766422679528,0.0262177355561902,22.0753779989545,1.20461454212537e-23,"Social Sciences","(Intercept)"
"46",-0.204890552285229,0.03915818027627,-5.23238186350025,6.00119196897273e-06,"Social Sciences","treated"
"47",0.000948368495817181,0.0475236815056742,0.019955703467627,0.98418045798887,"Social Sciences","time"
"48",0.141320392713744,0.068378537384663,2.066736115146,0.0454435942176305,"Social Sciences","did"
